
 C:\WinTa100\DIL805.PRO\Data\Quenching\958-Micaela Moron-Zry4-M11-25C-60s-1050C-0.5Cs-5m-25C-0.5Cs-25C-60s-02.06.25.PAR
                Time - Temperature  /  rel. Change in Length  /  dif. Change in Length 
                  s                °C                    %
  5912      2985,00268555      762,61627197        0,21899016       -0,03451787
  5913      2985,50195313      762,32879639        0,21893583       -0,03718982
  5914      2986,00292969      761,97875977        0,21879996       -0,03733036
  5915      2986,50244141      761,74981689        0,21871844       -0,03688344
  5916      2987,00219727      761,49798584        0,21882713       -0,03351598
  5917      2987,50292969      761,16668701        0,21839236       -0,03034284
  5918      2988,00219727      761,07543945        0,21839236       -0,02897918
  5919      2988,50292969      760,70239258        0,21814780       -0,02767221
  5920      2989,00244141      760,35589600        0,21793041       -0,02856207
  5921      2989,50195313      760,13800049        0,21784888       -0,02962082
  5922      2990,00244141      760,09094238        0,21774021       -0,03126243
  5923      2990,50219727      759,65747070        0,21741411       -0,03168009
  5924      2991,00292969      759,49139404        0,21757714       -0,03254396
  5925      2991,50244141      759,36383057        0,21746847       -0,03360105
  5926      2992,00268555      759,07666016        0,21708804       -0,03463148
  5927      2992,50244141      758,69726563        0,21689782       -0,03585511
  5928      2993,00292969      758,51092529        0,21662609       -0,03819514
  5929      2993,50244141      758,27282715        0,21646304       -0,04134130
  5930      2994,00219727      758,14337158        0,21630001       -0,04298475
  5931      2994,50268555      757,83172607        0,21602826       -0,04306863
  5932      2995,00219727      757,39404297        0,21591958       -0,04187021
  5933      2995,50292969      757,37445068        0,21572936       -0,04098020
  5934      2996,00244141      757,00988770        0,21532176       -0,03994866
  5935      2996,50195313      756,83563232        0,21507721       -0,03850206
  5936      2997,00292969      756,48175049        0,21505003       -0,03808389
  5937      2997,50219727      756,28192139        0,21488699       -0,03797290
  5938      2998,00292969      755,97857666        0,21464244       -0,03633152
  5939      2998,50244141      755,70404053        0,21447940       -0,03557961
  5940      2999,00195313      755,41888428        0,21447940       -0,03741642
  5941      2999,50268555      755,33813477        0,21428917       -0,04245515
  5942      3000,00244141      755,08441162        0,21388158       -0,04406855
  5943      3000,50195313      754,76275635        0,21374571       -0,04484928
  5944      3001,00244141      754,37939453        0,21385440       -0,04415244
  5945      3001,50195313      754,34655762        0,21306638       -0,04484836
  5946      3002,00292969      754,04791260        0,21268594       -0,04445837
  5947      3002,50244141      753,70037842        0,21214248       -0,04289705
  5948      3003,00195313      753,44592285        0,21290332       -0,04284140
  5949      3003,50244141      753,28198242        0,21252291       -0,03888705
  5950      3004,00195313      753,04705811        0,21219683       -0,03652285
  5951      3004,50268555      752,79541016        0,21206096       -0,03387970
  5952      3005,00219727      752,63958740        0,21189792       -0,03451898
  5953      3005,50292969      752,42388916        0,21168053       -0,03655215
  5954      3006,00268555      752,09356689        0,21170770       -0,03978099
  5955      3006,50244141      751,70764160        0,21121860       -0,04042200
  5956      3007,00195313      751,46844482        0,21094686       -0,04100648
  5957      3007,50292969      751,20611572        0,21097402       -0,04120355
  5958      3008,00244141      750,98016357        0,21056643       -0,04117511
  5959      3008,50195313      750,78887939        0,21053927       -0,03942099
  5960      3009,00268555      750,44995117        0,21015881       -0,03936487
  5961      3009,50219727      750,18066406        0,21021317       -0,04373498
  5962      3010,00268555      749,88494873        0,20961535       -0,04471038
  5963      3010,50219727      749,78070068        0,20975122       -0,04799302
  5964      3011,00292969      749,55761719        0,20985991       -0,04863596
  5965      3011,50244141      749,15490723        0,20928928       -0,04877317
  5966      3012,00195313      748,87298584        0,20866428       -0,04779916
  5967      3012,50268555      748,91052246        0,20814799       -0,04927258
  5968      3013,00219727      748,57269287        0,20844689       -0,05367056
  5969      3013,50292969      748,25994873        0,20790343       -0,05086047
  5970      3014,00219727      748,01171875        0,20784909       -0,04810175
  5971      3014,50219727      747,79650879        0,20812082       -0,04367483
  5972      3015,00317383      747,54840088        0,20725127       -0,03999962
  5973      3015,50268555      747,42089844        0,20695236       -0,03858043
  5974      3016,00219727      747,03436279        0,20703387       -0,04047344
  5975      3016,50292969      746,81866455        0,20706107       -0,04484600
  5976      3017,00268555      746,61175537        0,20659912       -0,04295402
  5977      3017,50244141      746,26684570        0,20646325       -0,04175847
  5978      3018,00292969      745,84545898        0,20638174       -0,04078507
  5979      3018,50244141      745,76971436        0,20600131       -0,04365237
  5980      3019,00292969      745,51855469        0,20553935       -0,04624191
  5981      3019,50244141      745,19171143        0,20529479       -0,04871840
  5982      3020,00195313      745,05328369        0,20578392       -0,04997227
  5983      3020,50268555      744,68414307        0,20502305       -0,04818992
  5984      3021,00195313      744,50146484        0,20488720       -0,04888583
  5985      3021,50292969      744,29443359        0,20428936       -0,04635352
  5986      3022,00244141      743,97363281        0,20412633       -0,04763126
  5987      3022,50195313      743,76007080        0,20426220       -0,04726946
  5988      3023,00244141      743,56146240        0,20369156       -0,04662697
  5989      3023,50195313      743,15533447        0,20363723       -0,04590425
  5990      3024,00244141      743,04309082        0,20336549       -0,04345478
  5991      3024,50195313      742,81884766        0,20328397       -0,04529132
  5992      3025,00292969      742,60107422        0,20306657       -0,04406751
  5993      3025,50219727      742,25744629        0,20276767       -0,04420545
  5994      3026,00292969      742,02459717        0,20257744       -0,04298227
  5995      3026,50219727      741,69549561        0,20208834       -0,04339864
  5996      3027,00268555      741,60205078        0,20206115       -0,04537712
  5997      3027,50244141      741,12371826        0,20162639       -0,04448570
  5998      3028,00195313      741,05676270        0,20184378       -0,04512762
  5999      3028,50268555      740,72930908        0,20162639       -0,04329083
  6000      3029,00195313      740,48291016        0,20124596       -0,04342978
  6001      3029,50292969      740,07519531        0,20086552       -0,04139854
  6002      3030,00244141      740,06146240        0,20070249       -0,04206489
  6003      3030,50195313      739,75769043        0,20075685       -0,04287091
  6004      3031,00244141      739,39733887        0,20007750       -0,04192349
  6005      3031,50219727      739,06842041        0,20018619       -0,04273147
  6006      3032,00195313      739,07867432        0,19988729       -0,04159125
  6007      3032,50244141      738,68652344        0,19983293       -0,04284297
  6008      3033,00195313      738,35180664        0,19972426       -0,04281335
  6009      3033,50292969      738,14465332        0,19931667       -0,04317553
  6010      3034,00244141      738,06878662        0,19920796       -0,04272952
  6011      3034,50195313      737,72790527        0,19877318       -0,04042073
  6012      3035,00268555      737,41387939        0,19847427       -0,04025294
  6013      3035,50219727      737,26733398        0,19847427       -0,04028166
  6014      3036,00268555      736,96331787        0,19798516       -0,03955939
  6015      3036,50219727      736,65252686        0,19809385       -0,04003186
  6016      3037,00195313      736,68713379        0,19822972       -0,03913966
  6017      3037,50244141      736,26800537        0,19784929       -0,04055848
  6018      3038,00219727      736,00958252        0,19776778       -0,04245201
  6019      3038,50195313      735,85845947        0,19719712       -0,04568266
  6020      3039,00268555      735,55548096        0,19706126       -0,05047029
  6021      3039,50219727      735,07684326        0,19673519       -0,05350440
  6022      3040,00292969      735,04382324        0,19649063       -0,05503607
  6023      3040,50219727      734,82470703        0,19608302       -0,05278136
  6024      3041,00195313      734,54345703        0,19581129       -0,04902456
  6025      3041,50268555      734,05566406        0,19562107       -0,04774524
  6026      3042,00244141      733,99865723        0,19537652       -0,04454277
  6027      3042,50195313      733,78057861        0,19502327       -0,04367979
  6028      3043,00268555      733,44622803        0,19543086       -0,04387488
  6029      3043,50195313      733,22546387        0,19488740       -0,04498858
  6030      3044,00268555      733,15161133        0,19483304       -0,04643750
  6031      3044,50244141      732,69610596        0,19437110       -0,04599017
  6032      3045,00292969      732,56463623        0,19442545       -0,04666050
  6033      3045,50219727      732,18963623        0,19371894       -0,04562792
  6034      3046,00195313      731,99963379        0,19342002       -0,04627007
  6035      3046,50268555      731,82086182        0,19314830       -0,04549101
  6036      3047,00219727      731,39392090        0,19303960       -0,04359777
  6037      3047,50268555      731,23669434        0,19320264       -0,04284583
  6038      3048,00195313      730,80053711        0,19325699       -0,04069942
  6039      3048,50268555      731,02209473        0,19244179       -0,03777670
  6040      3049,00195313      730,30078125        0,19268635       -0,03833164
  6041      3049,50292969      730,31549072        0,19238743       -0,03939221
  6042      3050,00244141      729,99554443        0,19173530       -0,04131114
  6043      3050,50195313      729,79486084        0,19181681       -0,04231348
  6044      3051,00268555      729,58007813        0,19162659       -0,04192406
  6045      3051,50219727      729,28979492        0,19121900       -0,03994775
  6046      3052,00268555      728,86346436        0,19130051       -0,03833393
  6047      3052,50219727      728,77667236        0,19121900       -0,03961179
  6048      3053,00268555      728,30096436        0,19072987       -0,03980748
  6049      3053,50244141      728,41772461        0,19075704       -0,04167205
  6050      3054,00195313      727,91278076        0,19075704       -0,04451211
  6051      3054,50292969      727,79101563        0,19010489       -0,04565426
  6052      3055,00244141      727,37744141        0,19005054       -0,04763104
  6053      3055,50292969      727,42010498        0,18964292       -0,04805037
  6054      3056,00244141      726,89617920        0,18918099       -0,04855039
  6055      3056,50195313      726,70581055        0,18934402       -0,04810587
  6056      3057,00268555      726,56628418        0,18885490       -0,04493356
  6057      3057,50219727      726,20886230        0,18869187       -0,04008977
  6058      3058,00195313      725,78326416        0,18869187       -0,03635920
  6059      3058,50244141      725,86083984        0,18833861       -0,03758199
  6060      3059,00195313      725,53863525        0,18814839       -0,04019658
  6061      3059,50244141      725,11511230        0,18803971       -0,04117114
  6062      3060,00219727      724,97491455        0,18822992       -0,04239538
  6063      3060,50292969      724,76196289        0,18814839       -0,04203570
  6064      3061,00268555      724,47772217        0,18717015       -0,04250672
  6065      3061,50244141      724,10516357        0,18689841       -0,04595909
  6066      3062,00268555      723,89727783        0,18659951       -0,04824238
  6067      3062,50219727      723,71020508        0,18670821       -0,05292094
  6068      3063,00292969      723,50494385        0,18678974       -0,05214444
  6069      3063,50244141      723,24981689        0,18608321       -0,04941516
  6070      3064,00292969      723,07043457        0,18608321       -0,04643760
  6071      3064,50244141      722,80468750        0,18562128       -0,04523748
  6072      3065,00219727      722,46832275        0,18540388       -0,04679792
  6073      3065,50292969      722,28057861        0,18502346       -0,04699326
  6074      3066,00219727      721,93005371        0,18505064       -0,04780167
  6075      3066,50292969      721,76672363        0,18469739       -0,04518525
  6076      3067,00219727      721,34332275        0,18458869       -0,04181418
  6077      3067,50292969      721,12243652        0,18437129       -0,03961632
  6078      3068,00244141      721,10778809        0,18431696       -0,04005987
  6079      3068,50195313      720,76843262        0,18377347       -0,03964306
  6080      3069,00268555      720,53186035        0,18366480       -0,04136946
  6081      3069,50244141      720,29125977        0,18382783       -0,04184291
  6082      3070,00219727      719,93762207        0,18342024       -0,04153550
  6083      3070,50292969      719,80749512        0,18314850       -0,04131218
  6084      3071,00268555      719,33367920        0,18284959       -0,04303729
  6085      3071,50195313      719,16900635        0,18271372       -0,04498511
  6086      3072,00268555      718,91754150        0,18230613       -0,04470662
  6087      3072,50219727      718,72601318        0,18255068       -0,04624077
  6088      3073,00292969      718,54437256        0,18214308       -0,04496099
  6089      3073,50244141      718,16595459        0,18159962       -0,04281630
  6090      3074,00292969      718,02966309        0,18146375       -0,04070092
  6091      3074,50268555      717,88616943        0,18146375       -0,04156400
  6092      3075,00219727      717,54626465        0,18116483       -0,04195470
  6093      3075,50195313      717,29144287        0,18081158       -0,04273459
  6094      3076,00292969      716,86376953        0,18094745       -0,04412793
  6095      3076,50244141      716,74011230        0,18073006       -0,04393102
  6096      3077,00195313      716,51275635        0,18051267       -0,04315037
  6097      3077,50268555      716,33349609        0,18018660       -0,04340020
  6098      3078,00219727      715,97174072        0,17980617       -0,04412442
  6099      3078,50268555      715,85522461        0,17928988       -0,04420833
  6100      3079,00219727      715,58624268        0,17937140       -0,04373343
  6101      3079,50292969      715,33807373        0,17923553       -0,04251095
  6102      3080,00244141      714,99194336        0,17918119       -0,04114442
  6103      3080,50195313      714,81481934        0,17880075       -0,03833316
  6104      3081,00268555      714,54327393        0,17866489       -0,03774878
  6105      3081,50195313      714,25457764        0,17858337       -0,03863983
  6106      3082,00268555      714,07391357        0,17850184       -0,04245485
  6107      3082,50219727      713,64947510        0,17798555       -0,04378898
  6108      3083,00292969      713,48620605        0,17765948       -0,04462513
  6109      3083,50268555      713,06311035        0,17787686       -0,04579340
  6110      3084,00219727      712,96276855        0,17719753       -0,04651869
  6111      3084,50268555      712,74230957        0,17703450       -0,04869053
  6112      3085,00219727      712,56890869        0,17684427       -0,04813219
  6113      3085,50292969      712,23486328        0,17662689       -0,04738222
  6114      3086,00219727      712,01318359        0,17662689       -0,04515335
  6115      3086,50195313      711,66937256        0,17624646       -0,04323344
  6116      3087,00292969      711,44970703        0,17570300       -0,04125686
  6117      3087,50219727      711,17687988        0,17562148       -0,04003050
  6118      3088,00292969      710,98034668        0,17562148       -0,04114557
  6119      3088,50268555      710,80090332        0,17534974       -0,04150663
  6120      3089,00195313      710,58709717        0,17532258       -0,04114632
  6121      3089,50268555      710,28930664        0,17513235       -0,04042338
  6122      3090,00219727      710,00073242        0,17483345       -0,04084102
  6123      3090,50292969      709,73211670        0,17469758       -0,04312553
  6124      3091,00219727      709,35083008        0,17423563       -0,04470916
  6125      3091,50195313      709,12738037        0,17396389       -0,04674165
  6126      3092,00268555      708,93933105        0,17399108       -0,04754766
  6127      3092,50219727      708,69915771        0,17355630       -0,04738094
  6128      3093,00292969      708,62579346        0,17333892       -0,04562808
  6129      3093,50219727      708,34851074        0,17317587       -0,04389976
  6130      3094,00292969      707,96185303        0,17309436       -0,04370685
  6131      3094,50268555      707,69482422        0,17255087       -0,04211871
  6132      3095,00219727      707,57360840        0,17257807       -0,04432011
  6133      3095,50292969      707,10589600        0,17244220       -0,04471214
  6134      3096,00219727      706,95520020        0,17200741       -0,04373825
  6135      3096,50268555      706,86499023        0,17208894       -0,04318299
  6136      3097,00244141      706,39996338        0,17165416       -0,04346007
  6137      3097,50219727      706,29443359        0,17138244       -0,04482467
  6138      3098,00244141      706,04278564        0,17094766       -0,04320915
  6139      3098,50195313      705,74456787        0,17102918       -0,04384860
  6140      3099,00268555      705,57525635        0,17113787       -0,04270830
  6141      3099,50219727      705,39123535        0,17034985       -0,03908701
  6142      3100,00195313      704,84875488        0,17029549       -0,03766795
  6143      3100,50268555      704,74749756        0,17029549       -0,03674765
  6144      3101,00219727      704,49230957        0,16991507       -0,03852875
  6145      3101,50292969      704,27380371        0,16996942       -0,03911352
  6146      3102,00219727      704,04180908        0,16967052       -0,03950208
  6147      3102,50195313      703,90991211        0,16964333       -0,04069911
  6148      3103,00219727      703,45861816        0,16937160       -0,04133805
  6149      3103,50292969      703,32312012        0,16890965       -0,04342730
  6150      3104,00244141      703,21295166        0,16877377       -0,04479071
  6151      3104,50219727      702,73260498        0,16866510       -0,04501285
  6152      3105,00268555      702,53979492        0,16817597       -0,04515176
  6153      3105,50219727      702,25842285        0,16814880       -0,04448396
  6154      3106,00292969      702,00415039        0,16782272       -0,04281612
  6155      3106,50244141      701,66192627        0,16760534       -0,04142370
  6156      3107,00219727      701,57031250        0,16768685       -0,04181379
  6157      3107,50268555      701,28918457        0,16736077       -0,04281586
  6158      3108,00219727      700,82055664        0,16689882       -0,04423717
  6159      3108,50268555      700,93627930        0,16711621       -0,04660532
  6160      3109,00195313      700,47723389        0,16670862       -0,04807875
  6161      3109,50292969      700,18792725        0,16638252       -0,04869263
  6162      3110,00244141      699,89349365        0,16613796       -0,04807730
  6163      3110,50195313      699,83349609        0,16570319       -0,04710372
  6164      3111,00268555      699,46820068        0,16540429       -0,04468147
  6165      3111,50195313      699,19262695        0,16532277       -0,04278883
  6166      3112,00268555      698,90863037        0,16518690       -0,04234440
  6167      3112,50219727      698,72351074        0,16499670       -0,04042197
  6168      3113,00292969      698,56597900        0,16491517       -0,03933803
  6169      3113,50268555      698,16235352        0,16491517       -0,03858516
  6170      3114,00195313      697,94219971        0,16461627       -0,03872497
  6171      3114,50268555      697,78729248        0,16431734       -0,03981113
  6172      3115,00195313      697,42535400        0,16380107       -0,04008947
  6173      3115,50268555      697,23242188        0,16374671       -0,04087070
  6174      3116,00219727      696,93627930        0,16358368       -0,04000543
  6175      3116,50195313      696,69305420        0,16336629       -0,03967118
  6176      3117,00292969      696,47167969        0,16325758       -0,03875253
  6177      3117,50244141      696,23895264        0,16304021       -0,03716554
  6178      3118,00195313      695,84014893        0,16309455       -0,03741555
  6179      3118,50292969      695,66412354        0,16287716       -0,03794475
  6180      3119,00244141      695,40667725        0,16260542       -0,04136823
  6181      3119,50195313      695,28930664        0,16225219       -0,04139635
  6182      3120,00244141      695,06353760        0,16184457       -0,04256382
  6183      3120,50195313      694,65447998        0,16211632       -0,04498656
  6184      3121,00268555      694,48785400        0,16146415       -0,04635031
  6185      3121,50219727      694,08819580        0,16124676       -0,04751880
  6186      3122,00292969      693,96600342        0,16113807       -0,04643385
  6187      3122,50219727      693,83331299        0,16127394       -0,04723911
  6188      3123,00292969      693,38171387        0,16073047       -0,04599001
  6189      3123,50244141      693,24505615        0,16037720       -0,04654780
  6190      3124,00195313      693,01129150        0,16015984       -0,04782890
  6191      3124,50292969      692,64392090        0,15980658       -0,04805262
  6192      3125,00244141      692,53662109        0,15983374       -0,04961051
  6193      3125,50195313      692,12225342        0,15956201       -0,04846882
  6194      3126,00219727      692,08105469        0,15915440       -0,04726974
  6195      3126,50195313      691,76806641        0,15912724       -0,04454196
  6196      3127,00244141      691,43255615        0,15861094       -0,04295396
  6197      3127,50219727      691,16400146        0,15874681       -0,04373268
  6198      3128,00292969      691,06121826        0,15825768       -0,04239694
  6199      3128,50219727      690,79199219        0,15804030       -0,04328552
  6200      3129,00292969      690,40093994        0,15812181       -0,04211809
  6201      3129,50244141      690,26074219        0,15779574       -0,04167167
  6202      3130,00195313      690,01129150        0,15763271       -0,03989207
  6203      3130,50268555      689,97381592        0,15736097       -0,03903041
  6204      3131,00219727      689,44940186        0,15706207       -0,03847531
  6205      3131,50292969      689,23596191        0,15681751       -0,03858662
  6206      3132,00219727      689,03259277        0,15681751       -0,03850026
  6207      3132,50292969      688,59521484        0,15649141       -0,03994949
  6208      3133,00219727      688,42437744        0,15673597       -0,04131265
  6209      3133,50195313      688,12512207        0,15600231       -0,03933801
  6210      3134,00244141      688,04217529        0,15627404       -0,04103633
  6211      3134,50292969      687,83276367        0,15589361       -0,04148358
  6212      3135,00244141      687,55151367        0,15545884       -0,04640934
  6213      3135,50195313      687,18048096        0,15515992       -0,04560005
  6214      3136,00268555      687,03234863        0,15488820       -0,04498812
  6215      3136,50244141      686,75915527        0,15532295       -0,04512634
  6216      3137,00195313      686,44567871        0,15442625       -0,04429208
  6217      3137,50268555      686,39239502        0,15423603       -0,04501505
  6218      3138,00219727      686,00433350        0,15410016       -0,04245397
  6219      3138,50268555      685,80908203        0,15429039       -0,04275836
  6220      3139,00219727      685,60034180        0,15410016       -0,04208952
  6221      3139,50292969      685,31304932        0,15342084       -0,04005744
  6222      3140,00219727      684,96331787        0,15293171       -0,04011256
  6223      3140,50268555      684,80047607        0,15339366       -0,04161716
  6224      3141,00219727      684,60339355        0,15298606       -0,04289781
  6225      3141,50292969      684,33856201        0,15271433       -0,04234292
  6226      3142,00244141      684,01391602        0,15276867       -0,04359446
  6227      3142,50292969      683,73565674        0,15246977       -0,04348423
  6228      3143,00268555      683,42108154        0,15179044       -0,04395631
  6229      3143,50195313      683,17889404        0,15222521       -0,04662936
  6230      3144,00268555      682,99548340        0,15168174       -0,04905301
  6231      3144,50219727      682,71215820        0,15124696       -0,04699302
  6232      3145,00292969      682,54162598        0,15089372       -0,04474014
  6233      3145,50244141      682,18310547        0,15119262       -0,04523789
  6234      3146,00219727      682,09124756        0,15048610       -0,04370745
  6235      3146,50268555      681,72406006        0,15043177       -0,04287092
  6236      3147,00195313      681,52142334        0,15026872       -0,04287197
  6237      3147,50268555      681,34521484        0,15048610       -0,04359560
  6238      3148,00195313      681,00488281        0,14986113       -0,04186848
  6239      3148,50292969      680,70263672        0,14967090       -0,04301024
  6240      3149,00219727      680,54071045        0,14956221       -0,04495774
  6241      3149,50268555      680,08209229        0,14910027       -0,04548717
  6242      3150,00219727      679,97772217        0,14869267       -0,04570949
  6243      3150,50292969      679,76275635        0,14896441       -0,04668497
  6244      3151,00219727      679,49670410        0,14858398       -0,04501451
  6245      3151,50268555      679,26062012        0,14804050       -0,04092325
  6246      3152,00244141      678,99249268        0,14820355       -0,03950432
  6247      3152,50268555      678,76989746        0,14809485       -0,03967223
  6248      3153,00219727      678,31823730        0,14746986       -0,03833586
  6249      3153,50292969      678,22491455        0,14752421       -0,03783558
  6250      3154,00244141      677,89007568        0,14757855       -0,03800180
  6251      3154,50195313      677,66937256        0,14719813       -0,03769657
  6252      3155,00268555      677,46008301        0,14695358       -0,03719542
  6253      3155,50195313      677,36914063        0,14673619       -0,03844874
  6254      3156,00268555      677,06512451        0,14668183       -0,04087011
  6255      3156,50195313      676,72003174        0,14643729       -0,04387470
  6256      3157,00244141      676,47131348        0,14619271       -0,04593486
  6257      3157,50195313      676,24517822        0,14602968       -0,04660184
  6258      3158,00244141      675,87591553        0,14583947       -0,04501596
  6259      3158,50195313      675,89007568        0,14543186       -0,04331645
  6260      3159,00268555      675,39227295        0,14507861       -0,03975361
  6261      3159,50219727      675,28106689        0,14461666       -0,03914043
  6262      3160,00195313      674,92517090        0,14494275       -0,04019823
  6263      3160,50244141      674,76837158        0,14445361       -0,03872334
  6264      3161,00195313      674,55383301        0,14469819       -0,03799835
  6265      3161,50292969      674,18554688        0,14483404       -0,03696926
  6266      3162,00244141      673,91400146        0,14442645       -0,03702378
  6267      3162,50195313      673,79681396        0,14363842       -0,03641362
  6268      3163,00268555      673,36358643        0,14377429       -0,04209312
  6269      3163,50244141      673,28027344        0,14350256       -0,04685381
  6270      3164,00292969      673,00354004        0,14298627       -0,04805198
  6271      3164,50268555      672,83038330        0,14312212       -0,04604534
  6272      3165,00195313      672,49468994        0,14301343       -0,04565609
  6273      3165,50219727      672,21453857        0,14271452       -0,04523765
  6274      3166,00195313      672,01000977        0,14195368       -0,04417994
  6275      3166,50268555      671,76263428        0,14227976       -0,04521016
  6276      3167,00219727      671,54870605        0,14217106       -0,04537528
  6277      3167,50268555      671,17926025        0,14173628       -0,04359165
  6278      3168,00244141      670,84118652        0,14119281       -0,04033346
  6279      3168,50292969      670,74761963        0,14113846       -0,03755102
  6280      3169,00219727      670,55523682        0,14100260       -0,03719079
  6281      3169,50292969      670,31982422        0,14105695       -0,03621968
  6282      3170,00244141      669,87194824        0,14043197       -0,03452181
  6283      3170,50292969      669,85699463        0,14102978       -0,03502391
  6284      3171,00244141      669,58142090        0,14062217       -0,03435398
  6285      3171,50195313      669,16406250        0,14016023       -0,03591301
  6286      3172,00244141      668,90155029        0,14026892       -0,03889102
  6287      3172,50219727      668,85150146        0,13991567       -0,04156385
  6288      3173,00268555      668,50030518        0,13939938       -0,04387452
  6289      3173,50244141      668,20129395        0,13953525       -0,04546010
  6290      3174,00292969      667,98358154        0,13901895       -0,04632333
  6291      3174,50244141      667,69598389        0,13901895       -0,04534739
  6292      3175,00292969      667,39624023        0,13869287       -0,04175752
  6293      3175,50244141      667,43450928        0,13852982       -0,04214766
  6294      3176,00195313      666,91406250        0,13836679       -0,03992191
  6295      3176,50244141      666,68829346        0,13787766       -0,03964425
  6296      3177,00195313      666,54333496        0,13798636       -0,03914173
  6297      3177,50292969      666,14331055        0,13785049       -0,04078496
  6298      3178,00268555      666,09332275        0,13768744       -0,04195273
  6299      3178,50219727      665,69390869        0,13711682       -0,04354105
  6300      3179,00292969      665,54101563        0,13744290       -0,04618663
  6301      3179,50244141      665,23828125        0,13681790       -0,04774614
  6302      3180,00292969      664,93237305        0,13681790       -0,04897288
  6303      3180,50244141      664,73443604        0,13608423       -0,04766257
  6304      3181,00195313      664,53137207        0,13616574       -0,04758055
  6305      3181,50244141      664,14172363        0,13556793       -0,04418363
  6306      3182,00219727      664,04315186        0,13554075       -0,04410068
  6307      3182,50268555      663,61004639        0,13548641       -0,04251366
  6308      3183,00219727      663,46264648        0,13526902       -0,04042288
  6309      3183,50292969      663,33758545        0,13516033       -0,03758388
  6310      3184,00244141      663,04785156        0,13521469       -0,03733116
  6311      3184,50195313      662,80499268        0,13475274       -0,03741552
  6312      3185,00268555      662,46600342        0,13426360       -0,03680270
  6313      3185,50195313      662,22717285        0,13439947       -0,03685893
  6314      3186,00244141      661,91430664        0,13399188       -0,03549457
  6315      3186,50219727      661,75207520        0,13401905       -0,03410184
  6316      3187,00268555      661,47113037        0,13361144       -0,02920217
  6317      3187,50219727      661,19403076        0,13352993       -0,02611081
  6318      3188,00292969      660,94720459        0,13388318       -0,02160153
  6319      3188,50244141      660,73126221        0,13336688       -0,01664637
  6320      3189,00268555      660,41467285        0,13339406       -0,01480922
  6321      3189,50219727      660,29937744        0,13347559       -0,01297200
  6322      3190,00292969      659,97393799        0,13312232       -0,01333456
  6323      3190,50244141      659,84649658        0,13325819       -0,01302803
  6324      3191,00195313      659,50274658        0,13352993       -0,01447489
  6325      3191,50268555      659,12548828        0,13323101       -0,01364035
  6326      3192,00219727      659,09039307        0,13287777       -0,01283341
  6327      3192,50292969      658,82617188        0,13320385       -0,01572986
  6328      3193,00268555      658,45104980        0,13271472       -0,01804002
  6329      3193,50219727      658,24969482        0,13274190       -0,02118619
  6330      3194,00292969      657,99914551        0,13285059       -0,02416567
  6331      3194,50244141      657,84069824        0,13271472       -0,02644958
  6332      3195,00219727      657,45532227        0,13249734       -0,02728600
  6333      3195,50195313      657,08422852        0,13230713       -0,02914969
  6334      3196,00292969      657,06555176        0,13219842       -0,03352171
  6335      3196,50219727      656,87420654        0,13187236       -0,03502215
  6336      3197,00195313      656,49670410        0,13149191       -0,03724878
  6337      3197,50268555      656,26025391        0,13184518       -0,03964305
  6338      3198,00195313      656,11676025        0,13119301       -0,03858460
  6339      3198,50268555      655,80548096        0,13111150       -0,03955937
  6340      3199,00244141      655,58282471        0,13105716       -0,03863899
  6341      3199,50292969      655,17864990        0,13070390       -0,03869583
  6342      3200,00244141      655,06237793        0,13062237       -0,03710725
  6343      3200,50219727      654,66937256        0,13026913       -0,03635683
  6344      3201,00292969      654,76409912        0,13026913       -0,03738830
  6345      3201,50219727      654,28735352        0,12980717       -0,03591265
  6346      3202,00268555      654,12145996        0,12980717       -0,03710936
  6347      3202,50219727      653,72143555        0,12997021       -0,03655118
  6348      3203,00292969      653,36279297        0,12939958       -0,03376906
  6349      3203,50244141      653,39373779        0,12934524       -0,03385210
  6350      3204,00195313      653,09289551        0,12923653       -0,03385108
  6351      3204,50292969      652,70190430        0,12863873       -0,03510362
  6352      3205,00244141      652,54827881        0,12885611       -0,03407245
  6353      3205,50195313      652,18206787        0,12874740       -0,03315446
  6354      3206,00244141      652,02514648        0,12858437       -0,03123321
  6355      3206,50219727      651,69653320        0,12814960       -0,02900674
  6356      3207,00292969      651,58959961        0,12814960       -0,03020323
  6357      3207,50244141      651,01092529        0,12793222       -0,03223604
  6358      3208,00292969      651,05700684        0,12814960       -0,03563277
  6359      3208,50219727      650,81494141        0,12774199       -0,03730248
  6360      3209,00292969      650,37481689        0,12771483       -0,04050579
  6361      3209,50219727      650,23132324        0,12738875       -0,04148081
  6362      3210,00268555      649,90881348        0,12695397       -0,04468403
  6363      3210,50219727      649,81250000        0,12681811       -0,04654751
  6364      3211,00292969      649,50585938        0,12643768       -0,04766198
  6365      3211,50244141      649,50866699        0,12627465       -0,04534920
  6366      3212,00219727      648,86932373        0,12586704       -0,04142471
  6367      3212,50268555      648,68975830        0,12605725       -0,03886324
  6368      3213,00219727      648,43530273        0,12554096       -0,03607887
  6369      3213,50292969      648,19537354        0,12551378       -0,03452036
  6370      3214,00244141      648,09429932        0,12551378       -0,03310025
  6371      3214,50292969      647,85406494        0,12554096       -0,03187714
  6372      3215,00219727      647,53369141        0,12505184       -0,03037368
  6373      3215,50292969      647,24896240        0,12513335       -0,03037467
